id,Метка времени,id абонента,"Тип услуги (звонок, смс, трафик)",Объем затраченных единиц
2986,2022-07-03 09:00:00,164,трафик,386
2987,2022-07-03 10:00:00,172,смс,1
2988,2022-07-03 11:00:00,215,трафик,196
2989,2022-07-03 12:00:00,354,смс,2
2990,2022-07-03 13:00:00,89,трафик,471
2991,2022-07-03 14:00:00,118,смс,1
2992,2022-07-03 15:00:00,282,звонок,27
2993,2022-07-03 16:00:00,148,трафик,346
2994,2022-07-03 17:00:00,52,трафик,143
2995,2022-07-03 18:00:00,449,трафик,141
2996,2022-07-03 19:00:00,76,смс,1
2997,2022-07-03 20:00:00,290,трафик,165
2998,2022-07-03 21:00:00,109,трафик,255
2999,2022-07-03 22:00:00,317,звонок,11
3000,2022-07-03 23:00:00,274,трафик,136
